Name,Num of words
WELLES,2
DINO VELVET,8
DINO VELVET,2
DINO VELVET,6
DINO VELVET,4
WELLES,3
WELLES,4
WELLES,1
WELLES,7
WELLES,6
WELLES,8
WELLES,5
WELLES,1
WELLES,7
WELLES,7
WELLES,5
WELLES,5
WELLES,7
WELLES,7
EDDIE,4
WELLES,6
WELLES,6
LONGDALE,2
WELLES,8
WELLES,7
WELLES,7
EDDIE,6
LONGDALE,4
DINO VELVET,6
DINO VELVET,1
EDDIE,6
LONGDALE,7
LONGDALE,5
LONGDALE,8
EDDIE,3
LONGDALE,6
DINO VELVET,4
LONGDALE,5
LONGDALE,6
DINO VELVET,6
DINO VELVET,3
LONGDALE,2
EDDIE,7
EDDIE,6
DINO VELVET,3
LONGDALE,4
LONGDALE,2
DINO VELVET,6
