Name,Num of words
CARNEGIE,7
CARNEGIE,6
CARNEGIE,3
CARNEGIE,7
CARNEGIE,6
CARNEGIE,7
CARNEGIE,7
CARNEGIE,7
CARNEGIE,5
CARNEGIE,7
CARNEGIE,7
CARNEGIE,6
CARNEGIE,8
CARNEGIE,6
CARNEGIE,2
CARNEGIE,7
CARNEGIE,8
CARNEGIE,5
CARNEGIE,6
REDRIDGE,6
REDRIDGE,7
REDRIDGE,6
REDRIDGE,8
REDRIDGE,2
CARNEGIE,7
CARNEGIE,8
CARNEGIE,6
CARNEGIE,7
CARNEGIE,7
CARNEGIE,7
CARNEGIE,7
CARNEGIE,7
CARNEGIE,6
CARNEGIE,6
CARNEGIE,8
CARNEGIE,4
CARNEGIE,7
CARNEGIE,8
CARNEGIE,3
CARNEGIE,8
CARNEGIE,6
CARNEGIE,7
CARNEGIE,8
CARNEGIE,6
CARNEGIE,7
CARNEGIE,7
CARNEGIE,8
CARNEGIE,4
CARNEGIE,3
REDRIDGE,8
CARNEGIE,5
REDRIDGE,6
CARNEGIE,5
CLAUDIA,3
CLAUDIA,6
CARNEGIE,6
CARNEGIE,6
REDRIDGE,4
SOLARA,2
SOLARA,5
FEMALE VOICE,1
FEMALE VOICE,5
SLUMPED FEMALE,4
BRIGAND LEADER,6
BRIGAND LEADER,6
BRIGAND LEADER,7
BRIGAND LEADER,4
BRIGAND LEADER,6
BRIGAND LEADER,4
BRIGAND LEADER,4
ELI,7
ELI,6
ELI,7
ELI,6
ELI,6
ELI,2
ELI,6
ELI,6
ELI,8
ELI,7
ELI,6
ELI,6
ELI,4
ELI,1
RIFLE BANDIT,9
RIFLE BANDIT,1
ELI,7
ELI,5
ELI,7
ELI,7
ELI,7
ELI,7
ELI,1
RIFLE BANDIT,1
SOLARA,5
ELI,4
ELI,8
ELI,6
ELI,5
SOLARA,1
SOLARA,3
ELI,6
ELI,1
SOLARA,6
SOLARA,1
ELI,7
SOLARA,3
ELI,8
ELI,7
ELI,7
SOLARA,4
ELI,3
ELI,6
ELI,5
ELI,7
ELI,8
ELI,7
ELI,2
SOLARA,5
ELI,3
SOLARA,3
ELI,5
SOLARA,6
SOLARA,4
ELI,7
ELI,8
ELI,7
ELI,8
ELI,6
ELI,8
ELI,7
ELI,8
ELI,7
ELI,5
ELI,8
ELI,8
ELI,7
ELI,7
ELI,8
ELI,7
ELI,5
ELI,6
ELI,7
ELI,7
ELI,7
ELI,8
ELI,5
SOLARA,5
ELI,6
ELI,5
ELI,6
ELI,4
SOLARA,3
ELI,6
ELI,7
ELI,5
SOLARA,8
SOLARA,1
ELI,6
ELI,3
SOLARA,1
ELI,4
SOLARA,7
SOLARA,1
ELI,8
ELI,7
ELI,1
SOLARA,7
ELI,8
ELI,7
ELI,7
ELI,2
ELI,4
SOLARA,4
ELI,7
ELI,6
SOLARA,7
SOLARA,4
ELI,4
REDRIDGE,3
REDRIDGE,4
REDRIDGE,2
REDRIDGE,4
CARNEGIE GUNMAN,5
CARNEGIE GUNMAN,5
CARNEGIE GUNMAN,6
CARNEGIE GUNMAN,5
REDRIDGE,8
REDRIDGE,7
REDRIDGE,8
REDRIDGE,4
SOLARA,6
SOLARA,5
SOLARA,6
SOLARA,1
SOLARA,8
SOLARA,6
ELI,8
ELI,3
SOLARA,6
ELI,3
SOLARA,7
SOLARA,8
SOLARA,6
SOLARA,3
ELI,8
ELI,8
ELI,7
ELI,1
ELI,6
ELI,7
ELI,7
ELI,3
SOLARA,8
SOLARA,5
ELI,7
ELI,6
SOLARA,7
ELI,6
ELI,5
SOLARA,7
ELI,4
SOLARA,7
SOLARA,5
SOLARA,7
ELI,3
SOLARA,6
SOLARA,3
ELI,3
SOLARA,3
ELI,1
ELI,1
SOLARA,1
ELDERLY MAN,3
ELI,7
ELI,5
ELI,5
ELDERLY MAN,7
ELDERLY MAN,6
ELI,6
ELI,6
ELI,5
ELDERLY MAN,7
ELDERLY MAN,6
ELDERLY MAN,2
ELI,7
ELI,3
ELDERLY MAN,4
ELI,6
ELI,7
ELI,6
ELDERLY WOMAN,6
ELDERLY WOMAN,6
ELDERLY WOMAN,4
ELDERLY MAN,6
ELDERLY MAN,2
ELDERLY WOMAN,7
ELDERLY WOMAN,1
ELDERLY WOMAN,7
ELDERLY WOMAN,6
ELDERLY WOMAN,4
ELDERLY WOMAN,7
ELDERLY WOMAN,6
ELDERLY WOMAN,1
MARTHA,7
MARTHA,7
MARTHA,4
MARTHA,1
MARTHA,5
ELI,2
SOLARA,3
ELI,5
MARTHA,6
MARTHA,7
MARTHA,2
MARTHA,6
MARTHA,6
MARTHA,7
MARTHA,6
MARTHA,6
ELI,5
ELI,5
MARTHA,6
MARTHA,6
MARTHA,8
MARTHA,8
MARTHA,6
MARTHA,7
MARTHA,5
GEORGE,4
SOLARA,3
MARTHA,6
MARTHA,6
MARTHA,1
GEORGE,6
MARTHA,7
MARTHA,7
MARTHA,1
ELI,7
SOLARA,7
SOLARA,5
ELI,4
ELI,1
ELI,6
ELI,3
ELI,2
ELI,6
ELI,6
ELI,5
ELI,6
ELI,5
ELI,7
SOLARA,3
MARTHA,6
MARTHA,4
SOLARA,3
ELI,5
ELI,2
ELI,4
MARTHA,6
ELI,7
SOLARA,8
ELI,3
SOLARA,4
ELI,2
GEORGE,6
MARTHA,3
GEORGE,5
GEORGE,4
GEORGE,7
GEORGE,4
MARTHA,4
GEORGE,5
MARTHA,7
MARTHA,9
MARTHA,4
